City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
346,saldanha,-33.0117,17.9442,16.58,73,0,11.04,ZA,1674943536
347,radovitskiy,55.1282,39.7956,-6.71,97,99,1.77,RU,1674943536
348,makakilo city,21.3469,-158.0858,24.76,66,100,6.17,US,1674943276
349,lima,-12.0432,-77.0282,22.14,78,0,3.6,PE,1674943500
350,lorengau,-2.0226,147.2712,27.19,80,66,1.79,PG,1674943537
351,olinda,-8.0089,-34.8553,27.85,61,40,5.14,BR,1674943507
352,yarmouth,41.7057,-70.2286,8.31,70,0,4.63,US,1674943537
353,am timan,11.0297,20.2827,28.37,12,100,1.41,TD,1674943538
354,narsaq,60.9167,-46.05,-6.88,71,18,7.87,GL,1674943539
355,murupara,-38.4667,176.7,20.93,99,100,1.92,NZ,1674943539
356,pizarro,4.9533,-77.366,27.14,77,25,2.42,CO,1674943540
357,saint george,37.1041,-113.5841,12.46,38,0,2.06,US,1674943540
358,tepalcatepec,19.1833,-102.85,34.87,14,29,1.75,MX,1674943540
359,koutsouras,35.0339,25.9469,13.39,71,12,1.83,GR,1674943541
360,baijiantan,45.6333,85.1833,-22.3,96,7,1.24,CN,1674943541
